filename,width,height,class,xmin,ymin,xmax,ymax
050.jpg,2560,1920,normal_cell,820,1629,890,1670
050.jpg,2560,1920,normal_cell,980,1524,1031,1578
050.jpg,2560,1920,normal_cell,1099,1509,1154,1557
050.jpg,2560,1920,normal_cell,419,1759,465,1812
050.jpg,2560,1920,normal_cell,108,1582,149,1647
050.jpg,2560,1920,normal_cell,324,1319,406,1364
050.jpg,2560,1920,normal_cell,106,1223,156,1289
050.jpg,2560,1920,normal_cell,13,1090,79,1162
050.jpg,2560,1920,normal_cell,157,899,220,948
050.jpg,2560,1920,normal_cell,61,787,104,853
050.jpg,2560,1920,normal_cell,299,621,360,664
050.jpg,2560,1920,normal_cell,37,664,72,736
050.jpg,2560,1920,normal_cell,104,766,147,853
050.jpg,2560,1920,normal_cell,330,415,396,457
050.jpg,2560,1920,normal_cell,544,314,578,366
050.jpg,2560,1920,normal_cell,543,226,600,279
050.jpg,2560,1920,normal_cell,604,102,661,147
050.jpg,2560,1920,normal_cell,743,73,769,119
050.jpg,2560,1920,normal_cell,1083,20,1111,91
050.jpg,2560,1920,normal_cell,1309,151,1356,211
050.jpg,2560,1920,normal_cell,1278,237,1310,317
050.jpg,2560,1920,normal_cell,1346,287,1399,329
050.jpg,2560,1920,normal_cell,1233,681,1306,723
050.jpg,2560,1920,normal_cell,1155,739,1211,807
050.jpg,2560,1920,normal_cell,1188,965,1228,1024
050.jpg,2560,1920,normal_cell,1399,1243,1449,1280
050.jpg,2560,1920,normal_cell,1419,1208,1467,1242
050.jpg,2560,1920,normal_cell,1475,1156,1517,1199
050.jpg,2560,1920,normal_cell,1503,1241,1566,1275
050.jpg,2560,1920,normal_cell,1466,1383,1515,1436
050.jpg,2560,1920,normal_cell,596,1502,656,1535
050.jpg,2560,1920,normal_cell,679,1450,724,1489
050.jpg,2560,1920,normal_cell,748,1433,790,1473
050.jpg,2560,1920,normal_cell,845,1403,871,1478
050.jpg,2560,1920,normal_cell,819,1357,860,1424
050.jpg,2560,1920,normal_cell,503,1468,567,1517
050.jpg,2560,1920,normal_cell,1616,1056,1676,1106
050.jpg,2560,1920,normal_cell,1572,945,1611,1007
050.jpg,2560,1920,normal_cell,1636,946,1679,1033
050.jpg,2560,1920,normal_cell,1736,943,1774,1025
050.jpg,2560,1920,normal_cell,1545,786,1589,844
050.jpg,2560,1920,normal_cell,1737,802,1784,838
050.jpg,2560,1920,normal_cell,1810,764,1859,798
050.jpg,2560,1920,normal_cell,1803,797,1851,847
050.jpg,2560,1920,normal_cell,1728,666,1765,700
050.jpg,2560,1920,normal_cell,1776,543,1826,588
050.jpg,2560,1920,normal_cell,2198,619,2247,714
050.jpg,2560,1920,normal_cell,1663,360,1736,403
050.jpg,2560,1920,normal_cell,1921,228,1958,271
050.jpg,2560,1920,normal_cell,1667,154,1728,203
050.jpg,2560,1920,normal_cell,1454,124,1512,181
050.jpg,2560,1920,normal_cell,1658,38,1720,91
050.jpg,2560,1920,normal_cell,1420,1,1468,34
050.jpg,2560,1920,normal_cell,818,587,893,639
050.jpg,2560,1920,normal_cell,890,546,944,592
050.jpg,2560,1920,normal_cell,2412,1036,2493,1070
050.jpg,2560,1920,normal_cell,2478,1130,2527,1196
050.jpg,2560,1920,normal_cell,2475,1735,2517,1782
050.jpg,2560,1920,normal_cell,2498,1797,2546,1857
050.jpg,2560,1920,normal_cell,2302,182,2339,238
050.jpg,2560,1920,normal_cell,2304,1750,2378,1795
050.jpg,2560,1920,normal_cell,2511,969,2560,1021
050.jpg,2560,1920,normal_cell,2535,1006,2560,1054
051.jpg,2560,1920,normal_cell,832,574,916,653
051.jpg,2560,1920,normal_cell,306,362,386,405
051.jpg,2560,1920,normal_cell,552,323,590,393
051.jpg,2560,1920,normal_cell,533,217,580,285
051.jpg,2560,1920,normal_cell,292,658,362,710
051.jpg,2560,1920,normal_cell,151,914,224,967
051.jpg,2560,1920,normal_cell,125,1188,190,1253
051.jpg,2560,1920,normal_cell,1,1089,44,1190
051.jpg,2560,1920,normal_cell,337,1369,423,1436
051.jpg,2560,1920,normal_cell,85,1552,153,1617
051.jpg,2560,1920,normal_cell,1,1529,66,1613
051.jpg,2560,1920,normal_cell,396,1732,470,1795
051.jpg,2560,1920,normal_cell,791,1641,873,1705
051.jpg,2560,1920,normal_cell,995,1757,1051,1832
051.jpg,2560,1920,normal_cell,963,1546,1032,1619
051.jpg,2560,1920,normal_cell,1091,1472,1168,1518
051.jpg,2560,1920,normal_cell,1239,1619,1305,1689
051.jpg,2560,1920,normal_cell,1528,1728,1628,1771
051.jpg,2560,1920,normal_cell,1773,1685,1865,1733
051.jpg,2560,1920,normal_cell,1752,1576,1871,1662
051.jpg,2560,1920,normal_cell,1575,1453,1646,1510
051.jpg,2560,1920,normal_cell,1446,1377,1504,1446
051.jpg,2560,1920,normal_cell,815,1371,871,1441
051.jpg,2560,1920,normal_cell,785,1342,857,1410
051.jpg,2560,1920,normal_cell,733,1390,787,1445
051.jpg,2560,1920,normal_cell,682,1385,738,1443
051.jpg,2560,1920,normal_cell,622,1419,697,1472
051.jpg,2560,1920,normal_cell,533,1422,603,1466
051.jpg,2560,1920,normal_cell,1142,965,1196,1050
051.jpg,2560,1920,normal_cell,1196,723,1244,795
051.jpg,2560,1920,normal_cell,1211,661,1305,703
051.jpg,2560,1920,normal_cell,1534,767,1589,840
051.jpg,2560,1920,normal_cell,1519,962,1605,1045
051.jpg,2560,1920,normal_cell,1604,979,1651,1077
051.jpg,2560,1920,normal_cell,1700,938,1759,1012
051.jpg,2560,1920,normal_cell,1727,807,1784,852
051.jpg,2560,1920,normal_cell,1796,795,1849,847
051.jpg,2560,1920,normal_cell,1810,762,1858,807
051.jpg,2560,1920,normal_cell,1722,693,1805,758
051.jpg,2560,1920,normal_cell,1758,491,1825,541
051.jpg,2560,1920,normal_cell,1708,333,1771,407
051.jpg,2560,1920,normal_cell,1266,234,1311,290
051.jpg,2560,1920,normal_cell,1362,248,1420,310
051.jpg,2560,1920,normal_cell,1328,153,1371,227
051.jpg,2560,1920,normal_cell,1424,138,1478,205
051.jpg,2560,1920,normal_cell,1639,134,1675,212
051.jpg,2560,1920,normal_cell,1675,27,1730,81
051.jpg,2560,1920,normal_cell,1422,1,1474,33
051.jpg,2560,1920,normal_cell,1510,1,1563,36
051.jpg,2560,1920,normal_cell,1113,1,1165,80
051.jpg,2560,1920,normal_cell,1992,955,2037,1023
051.jpg,2560,1920,normal_cell,1904,1158,1951,1205
051.jpg,2560,1920,normal_cell,1825,1199,1887,1253
051.jpg,2560,1920,normal_cell,1781,1269,1842,1327
051.jpg,2560,1920,normal_cell,1856,1295,1901,1352
051.jpg,2560,1920,normal_cell,1909,1291,1966,1347
051.jpg,2560,1920,normal_cell,1911,1348,1961,1396
051.jpg,2560,1920,normal_cell,1338,1214,1409,1274
051.jpg,2560,1920,normal_cell,1394,1189,1447,1237
051.jpg,2560,1920,normal_cell,1482,1203,1533,1257
051.jpg,2560,1920,normal_cell,1459,1140,1514,1183
051.jpg,2560,1920,normal_cell,2084,1461,2132,1508
051.jpg,2560,1920,normal_cell,2089,1524,2127,1570
051.jpg,2560,1920,normal_cell,2109,1566,2154,1615
051.jpg,2560,1920,normal_cell,2027,1631,2097,1686
051.jpg,2560,1920,normal_cell,870,550,935,607
051.jpg,2560,1920,normal_cell,1939,243,1996,309
051.jpg,2560,1920,normal_cell,615,91,678,153
051.jpg,2560,1920,normal_cell,689,64,747,146
051.jpg,2560,1920,normal_cell,2208,596,2275,682
051.jpg,2560,1920,normal_cell,2256,158,2312,253
051.jpg,2560,1920,normal_cell,2393,1058,2476,1109
051.jpg,2560,1920,normal_cell,2505,935,2559,997
051.jpg,2560,1920,normal_cell,2532,999,2560,1054
051.jpg,2560,1920,normal_cell,2492,1114,2538,1190
051.jpg,2560,1920,normal_cell,2518,1079,2560,1145
051.jpg,2560,1920,normal_cell,2153,1321,2248,1379
051.jpg,2560,1920,normal_cell,2221,1375,2279,1428
051.jpg,2560,1920,normal_cell,2143,1430,2191,1481
051.jpg,2560,1920,normal_cell,2224,1446,2280,1508
051.jpg,2560,1920,normal_cell,2309,1710,2399,1760
051.jpg,2560,1920,normal_cell,2247,1753,2294,1823
051.jpg,2560,1920,normal_cell,2284,1801,2335,1860
051.jpg,2560,1920,normal_cell,2221,1880,2282,1920
051.jpg,2560,1920,normal_cell,2476,1760,2540,1811
051.jpg,2560,1920,normal_cell,2483,1819,2530,1875
051.jpg,2560,1920,normal_cell,10,652,66,733
051.jpg,2560,1920,normal_cell,73,741,138,815
051.jpg,2560,1920,normal_cell,35,766,87,841
052.jpg,2560,1920,normal_cell,839,584,907,652
052.jpg,2560,1920,normal_cell,861,557,914,626
052.jpg,2560,1920,normal_cell,34,1519,97,1577
052.jpg,2560,1920,normal_cell,93,1530,137,1567
052.jpg,2560,1920,normal_cell,369,1404,439,1467
052.jpg,2560,1920,normal_cell,401,1715,472,1760
052.jpg,2560,1920,normal_cell,565,1391,633,1425
052.jpg,2560,1920,normal_cell,654,1398,709,1450
052.jpg,2560,1920,normal_cell,685,1364,724,1406
052.jpg,2560,1920,normal_cell,718,1359,760,1407
052.jpg,2560,1920,normal_cell,784,1329,845,1381
052.jpg,2560,1920,normal_cell,791,1362,843,1426
052.jpg,2560,1920,normal_cell,961,1584,1040,1635
052.jpg,2560,1920,normal_cell,1107,1430,1178,1474
052.jpg,2560,1920,normal_cell,755,1647,815,1726
052.jpg,2560,1920,normal_cell,957,1796,1010,1861
052.jpg,2560,1920,normal_cell,1242,1595,1322,1643
052.jpg,2560,1920,normal_cell,1556,1772,1637,1811
052.jpg,2560,1920,normal_cell,1767,1664,1848,1716
052.jpg,2560,1920,normal_cell,1739,1571,1809,1655
052.jpg,2560,1920,normal_cell,1617,1488,1697,1555
052.jpg,2560,1920,normal_cell,1425,1359,1489,1427
052.jpg,2560,1920,normal_cell,1568,1190,1662,1231
052.jpg,2560,1920,normal_cell,1456,1187,1542,1234
052.jpg,2560,1920,normal_cell,1296,1183,1376,1237
052.jpg,2560,1920,normal_cell,1366,1160,1435,1203
052.jpg,2560,1920,normal_cell,1456,1123,1516,1168
052.jpg,2560,1920,normal_cell,1537,973,1581,1036
052.jpg,2560,1920,normal_cell,1587,993,1622,1075
052.jpg,2560,1920,normal_cell,1656,923,1729,996
052.jpg,2560,1920,normal_cell,1117,996,1175,1055
052.jpg,2560,1920,normal_cell,1702,1126,1778,1203
052.jpg,2560,1920,normal_cell,1799,1175,1844,1215
052.jpg,2560,1920,normal_cell,1810,1223,1880,1283
052.jpg,2560,1920,normal_cell,1760,1280,1826,1342
052.jpg,2560,1920,normal_cell,1858,1334,1926,1387
052.jpg,2560,1920,normal_cell,1919,1325,1980,1374
052.jpg,2560,1920,normal_cell,1938,1374,1992,1421
052.jpg,2560,1920,normal_cell,2155,1330,2201,1398
052.jpg,2560,1920,normal_cell,2209,1383,2279,1441
052.jpg,2560,1920,normal_cell,2128,1434,2176,1496
052.jpg,2560,1920,normal_cell,2187,1472,2260,1529
052.jpg,2560,1920,normal_cell,2067,1457,2120,1517
052.jpg,2560,1920,normal_cell,2063,1530,2117,1589
052.jpg,2560,1920,normal_cell,2104,1572,2158,1624
052.jpg,2560,1920,normal_cell,2044,1609,2112,1672
052.jpg,2560,1920,normal_cell,2324,1675,2415,1735
052.jpg,2560,1920,normal_cell,2285,1765,2328,1834
052.jpg,2560,1920,normal_cell,2315,1821,2357,1878
052.jpg,2560,1920,normal_cell,2248,1890,2307,1920
052.jpg,2560,1920,normal_cell,1955,996,2034,1063
052.jpg,2560,1920,normal_cell,2401,1088,2478,1134
052.jpg,2560,1920,normal_cell,1728,803,1778,850
052.jpg,2560,1920,normal_cell,1798,798,1842,848
052.jpg,2560,1920,normal_cell,1743,720,1807,769
052.jpg,2560,1920,normal_cell,1807,760,1857,802
052.jpg,2560,1920,normal_cell,2256,595,2307,670
052.jpg,2560,1920,normal_cell,1228,716,1278,798
052.jpg,2560,1920,normal_cell,1227,626,1285,700
052.jpg,2560,1920,normal_cell,1728,457,1826,509
052.jpg,2560,1920,normal_cell,1746,310,1800,387
052.jpg,2560,1920,normal_cell,1956,268,2039,350
052.jpg,2560,1920,normal_cell,2206,163,2257,243
052.jpg,2560,1920,normal_cell,1370,246,1426,310
052.jpg,2560,1920,normal_cell,1425,151,1469,228
052.jpg,2560,1920,normal_cell,1336,150,1388,221
052.jpg,2560,1920,normal_cell,1245,209,1311,265
052.jpg,2560,1920,normal_cell,1616,123,1658,227
052.jpg,2560,1920,normal_cell,1674,26,1744,81
052.jpg,2560,1920,normal_cell,1504,8,1573,55
052.jpg,2560,1920,normal_cell,1425,1,1477,37
052.jpg,2560,1920,normal_cell,1140,2,1191,73
052.jpg,2560,1920,normal_cell,616,96,665,153
052.jpg,2560,1920,normal_cell,689,89,748,143
052.jpg,2560,1920,normal_cell,522,227,564,292
052.jpg,2560,1920,normal_cell,541,345,606,398
052.jpg,2560,1920,normal_cell,309,317,375,351
052.jpg,2560,1920,normal_cell,277,692,341,747
052.jpg,2560,1920,normal_cell,144,940,251,1011
052.jpg,2560,1920,normal_cell,102,1162,153,1221
052.jpg,2560,1920,normal_cell,5,1120,54,1190
052.jpg,2560,1920,normal_cell,53,720,129,768
052.jpg,2560,1920,normal_cell,4,741,47,807
052.jpg,2560,1920,normal_cell,1,637,47,715
052.jpg,2560,1920,normal_cell,2484,1784,2528,1836
052.jpg,2560,1920,normal_cell,2492,1849,2537,1894
052.jpg,2560,1920,normal_cell,2504,1118,2555,1194
052.jpg,2560,1920,normal_cell,1515,755,1564,828
052.jpg,2560,1920,normal_cell,1882,1173,1922,1228
053.jpg,2560,1920,normal_cell,46,1485,118,1546
053.jpg,2560,1920,normal_cell,815,591,884,656
053.jpg,2560,1920,normal_cell,839,555,880,593
053.jpg,2560,1920,normal_cell,1239,633,1292,683
053.jpg,2560,1920,normal_cell,1249,719,1289,805
053.jpg,2560,1920,normal_cell,1485,731,1524,835
053.jpg,2560,1920,normal_cell,1632,889,1703,951
053.jpg,2560,1920,normal_cell,1511,967,1547,1046
053.jpg,2560,1920,normal_cell,1553,1004,1596,1084
053.jpg,2560,1920,normal_cell,1453,1109,1503,1158
053.jpg,2560,1920,normal_cell,1370,1134,1424,1172
053.jpg,2560,1920,normal_cell,1465,1172,1523,1222
053.jpg,2560,1920,normal_cell,1428,1351,1478,1408
053.jpg,2560,1920,normal_cell,1085,1399,1168,1441
053.jpg,2560,1920,normal_cell,789,1371,842,1431
053.jpg,2560,1920,normal_cell,796,1321,862,1371
053.jpg,2560,1920,normal_cell,686,1337,741,1384
053.jpg,2560,1920,normal_cell,647,1352,704,1395
053.jpg,2560,1920,normal_cell,671,1400,716,1458
053.jpg,2560,1920,normal_cell,573,1371,635,1418
053.jpg,2560,1920,normal_cell,418,1396,457,1474
053.jpg,2560,1920,normal_cell,95,1476,151,1534
053.jpg,2560,1920,normal_cell,1248,1172,1324,1242
053.jpg,2560,1920,normal_cell,1578,1243,1653,1291
053.jpg,2560,1920,normal_cell,1719,1277,1786,1343
053.jpg,2560,1920,normal_cell,1715,1152,1761,1205
053.jpg,2560,1920,normal_cell,1795,1176,1846,1229
053.jpg,2560,1920,normal_cell,1813,1247,1889,1308
053.jpg,2560,1920,normal_cell,1633,1532,1697,1572
053.jpg,2560,1920,normal_cell,1714,1571,1758,1638
053.jpg,2560,1920,normal_cell,1767,1664,1830,1705
053.jpg,2560,1920,normal_cell,1555,1811,1654,1857
053.jpg,2560,1920,normal_cell,922,1843,1015,1904
053.jpg,2560,1920,normal_cell,1000,1595,1049,1657
053.jpg,2560,1920,normal_cell,1247,1567,1332,1612
053.jpg,2560,1920,normal_cell,719,1646,765,1728
053.jpg,2560,1920,normal_cell,390,1685,475,1731
053.jpg,2560,1920,normal_cell,1110,1024,1166,1069
053.jpg,2560,1920,normal_cell,1720,813,1773,856
053.jpg,2560,1920,normal_cell,1792,798,1839,851
053.jpg,2560,1920,normal_cell,1743,728,1782,775
053.jpg,2560,1920,normal_cell,1819,769,1861,803
053.jpg,2560,1920,normal_cell,1371,247,1424,304
053.jpg,2560,1920,normal_cell,1610,132,1656,187
053.jpg,2560,1920,normal_cell,1428,148,1473,191
053.jpg,2560,1920,normal_cell,1339,139,1386,183
053.jpg,2560,1920,normal_cell,1231,181,1292,238
053.jpg,2560,1920,normal_cell,1684,29,1756,80
053.jpg,2560,1920,normal_cell,1499,31,1560,84
053.jpg,2560,1920,normal_cell,1428,1,1480,26
053.jpg,2560,1920,normal_cell,1179,1,1227,58
053.jpg,2560,1920,normal_cell,1792,286,1829,360
053.jpg,2560,1920,normal_cell,1718,407,1819,455
053.jpg,2560,1920,normal_cell,1961,333,2051,370
053.jpg,2560,1920,normal_cell,708,77,775,147
053.jpg,2560,1920,normal_cell,578,81,611,166
053.jpg,2560,1920,normal_cell,496,248,564,301
053.jpg,2560,1920,normal_cell,528,389,617,434
053.jpg,2560,1920,normal_cell,323,270,394,323
053.jpg,2560,1920,normal_cell,254,693,291,771
053.jpg,2560,1920,normal_cell,167,947,253,1027
053.jpg,2560,1920,normal_cell,1882,1364,1939,1413
053.jpg,2560,1920,normal_cell,1942,1342,2006,1395
053.jpg,2560,1920,normal_cell,1965,1395,2020,1438
053.jpg,2560,1920,normal_cell,2139,1338,2182,1404
053.jpg,2560,1920,normal_cell,2199,1382,2260,1426
053.jpg,2560,1920,normal_cell,2110,1431,2149,1486
053.jpg,2560,1920,normal_cell,2056,1460,2101,1511
053.jpg,2560,1920,normal_cell,2154,1497,2207,1558
053.jpg,2560,1920,normal_cell,2055,1534,2105,1575
053.jpg,2560,1920,normal_cell,2105,1559,2157,1613
053.jpg,2560,1920,normal_cell,2057,1614,2110,1673
053.jpg,2560,1920,normal_cell,1921,1050,2001,1111
053.jpg,2560,1920,normal_cell,2339,1652,2428,1712
053.jpg,2560,1920,normal_cell,2299,1762,2347,1824
053.jpg,2560,1920,normal_cell,2334,1837,2381,1909
053.jpg,2560,1920,normal_cell,2280,1883,2321,1920
053.jpg,2560,1920,normal_cell,2487,1799,2558,1861
053.jpg,2560,1920,normal_cell,2506,1876,2541,1920
053.jpg,2560,1920,normal_cell,2295,567,2346,642
053.jpg,2560,1920,normal_cell,2456,867,2497,912
053.jpg,2560,1920,normal_cell,2151,134,2220,203
053.jpg,2560,1920,normal_cell,11,1164,68,1228
053.jpg,2560,1920,normal_cell,71,1134,125,1217
053.jpg,2560,1920,normal_cell,2420,1136,2485,1176
053.jpg,2560,1920,normal_cell,2504,1138,2552,1194
053.jpg,2560,1920,normal_cell,14,680,125,747
054.jpg,2560,1920,normal_cell,92,1472,162,1537
054.jpg,2560,1920,normal_cell,806,521,864,560
054.jpg,2560,1920,normal_cell,1250,609,1302,671
054.jpg,2560,1920,normal_cell,1263,755,1316,818
054.jpg,2560,1920,normal_cell,1454,719,1487,810
054.jpg,2560,1920,normal_cell,1601,845,1672,886
054.jpg,2560,1920,normal_cell,1480,1000,1530,1060
054.jpg,2560,1920,normal_cell,1540,1042,1586,1091
054.jpg,2560,1920,normal_cell,1450,1097,1495,1138
054.jpg,2560,1920,normal_cell,1475,1172,1518,1228
054.jpg,2560,1920,normal_cell,1536,1278,1606,1322
054.jpg,2560,1920,normal_cell,1199,1167,1273,1223
054.jpg,2560,1920,normal_cell,1088,1067,1153,1119
054.jpg,2560,1920,normal_cell,1348,1116,1402,1161
054.jpg,2560,1920,normal_cell,1072,1360,1119,1432
054.jpg,2560,1920,normal_cell,780,1367,842,1425
054.jpg,2560,1920,normal_cell,800,1321,863,1368
054.jpg,2560,1920,normal_cell,650,1336,701,1386
054.jpg,2560,1920,normal_cell,628,1361,673,1409
054.jpg,2560,1920,normal_cell,658,1400,708,1453
054.jpg,2560,1920,normal_cell,559,1360,616,1408
054.jpg,2560,1920,normal_cell,406,1374,469,1444
054.jpg,2560,1920,normal_cell,1033,1588,1083,1641
054.jpg,2560,1920,normal_cell,1252,1543,1328,1581
054.jpg,2560,1920,normal_cell,1638,1517,1684,1569
054.jpg,2560,1920,normal_cell,1677,1553,1735,1603
054.jpg,2560,1920,normal_cell,1778,1670,1840,1720
054.jpg,2560,1920,normal_cell,2059,1626,2109,1672
054.jpg,2560,1920,normal_cell,2378,1666,2429,1715
054.jpg,2560,1920,normal_cell,2293,1781,2368,1855
054.jpg,2560,1920,normal_cell,2031,1537,2080,1580
054.jpg,2560,1920,normal_cell,2099,1571,2159,1618
054.jpg,2560,1920,normal_cell,2104,1493,2139,1558
054.jpg,2560,1920,normal_cell,2040,1458,2083,1511
054.jpg,2560,1920,normal_cell,2086,1429,2128,1486
054.jpg,2560,1920,normal_cell,2179,1368,2233,1424
054.jpg,2560,1920,normal_cell,2100,1345,2149,1410
054.jpg,2560,1920,normal_cell,1984,1402,2033,1444
054.jpg,2560,1920,normal_cell,1898,1384,1955,1425
054.jpg,2560,1920,normal_cell,1959,1355,2025,1400
054.jpg,2560,1920,normal_cell,1817,1271,1879,1320
054.jpg,2560,1920,normal_cell,1906,1277,1951,1316
054.jpg,2560,1920,normal_cell,1677,1292,1758,1343
054.jpg,2560,1920,normal_cell,2398,1175,2469,1208
054.jpg,2560,1920,normal_cell,1791,1190,1829,1244
054.jpg,2560,1920,normal_cell,1728,1181,1771,1224
054.jpg,2560,1920,normal_cell,1916,1093,1980,1144
054.jpg,2560,1920,normal_cell,1426,1357,1491,1419
054.jpg,2560,1920,normal_cell,1720,811,1766,852
054.jpg,2560,1920,normal_cell,1789,793,1831,836
054.jpg,2560,1920,normal_cell,1815,762,1858,805
054.jpg,2560,1920,normal_cell,1714,721,1754,778
054.jpg,2560,1920,normal_cell,2346,571,2388,649
054.jpg,2560,1920,normal_cell,2417,845,2448,899
054.jpg,2560,1920,normal_cell,1730,366,1825,412
054.jpg,2560,1920,normal_cell,1825,279,1867,362
054.jpg,2560,1920,normal_cell,1948,360,2031,409
054.jpg,2560,1920,normal_cell,2111,105,2206,154
054.jpg,2560,1920,normal_cell,1576,180,1679,221
054.jpg,2560,1920,normal_cell,1361,237,1424,292
054.jpg,2560,1920,normal_cell,1204,156,1261,208
054.jpg,2560,1920,normal_cell,1345,118,1410,152
054.jpg,2560,1920,normal_cell,1449,123,1490,174
054.jpg,2560,1920,normal_cell,1487,55,1540,112
054.jpg,2560,1920,normal_cell,1743,9,1796,59
054.jpg,2560,1920,normal_cell,1585,1865,1667,1905
054.jpg,2560,1920,normal_cell,680,1638,711,1720
054.jpg,2560,1920,normal_cell,381,1665,467,1705
054.jpg,2560,1920,normal_cell,237,943,280,1014
054.jpg,2560,1920,normal_cell,74,1129,116,1184
054.jpg,2560,1920,normal_cell,11,1203,64,1247
054.jpg,2560,1920,normal_cell,225,696,267,750
054.jpg,2560,1920,normal_cell,531,424,617,461
054.jpg,2560,1920,normal_cell,494,241,542,290
054.jpg,2560,1920,normal_cell,347,243,409,289
054.jpg,2560,1920,normal_cell,546,86,585,165
054.jpg,2560,1920,normal_cell,775,73,816,154
054.jpg,2560,1920,normal_cell,10,667,91,734
054.jpg,2560,1920,normal_cell,2504,1161,2560,1213
054.jpg,2560,1920,normal_cell,2482,1809,2556,1871
054.jpg,2560,1920,normal_cell,2503,1870,2552,1917
054.jpg,2560,1920,normal_cell,2354,1879,2390,1920
054.jpg,2560,1920,normal_cell,2536,1255,2560,1309
054.jpg,2560,1920,normal_cell,43,1499,101,1553
054.jpg,2560,1920,normal_cell,781,567,825,612
054.jpg,2560,1920,normal_cell,813,554,857,606
055.jpg,2560,1920,normal_cell,48,1510,97,1553
055.jpg,2560,1920,normal_cell,396,1634,465,1674
055.jpg,2560,1920,normal_cell,661,1653,709,1703
055.jpg,2560,1920,normal_cell,1061,1570,1110,1616
055.jpg,2560,1920,normal_cell,637,1390,690,1462
055.jpg,2560,1920,normal_cell,755,1350,807,1395
055.jpg,2560,1920,normal_cell,807,1305,867,1356
055.jpg,2560,1920,normal_cell,613,1337,664,1386
055.jpg,2560,1920,normal_cell,603,1366,640,1414
055.jpg,2560,1920,normal_cell,557,1348,600,1407
055.jpg,2560,1920,normal_cell,399,1360,464,1407
055.jpg,2560,1920,normal_cell,271,930,313,1014
055.jpg,2560,1920,normal_cell,6,1237,107,1286
055.jpg,2560,1920,normal_cell,78,1080,131,1126
055.jpg,2560,1920,normal_cell,192,670,237,729
055.jpg,2560,1920,normal_cell,770,479,841,545
055.jpg,2560,1920,normal_cell,549,441,627,508
055.jpg,2560,1920,normal_cell,1,654,61,710
055.jpg,2560,1920,normal_cell,466,225,515,291
055.jpg,2560,1920,normal_cell,342,202,401,255
055.jpg,2560,1920,normal_cell,524,123,582,186
055.jpg,2560,1920,normal_cell,819,61,867,126
055.jpg,2560,1920,normal_cell,1164,115,1234,172
055.jpg,2560,1920,normal_cell,1356,218,1440,266
055.jpg,2560,1920,normal_cell,1580,192,1641,255
055.jpg,2560,1920,normal_cell,1292,597,1342,659
055.jpg,2560,1920,normal_cell,1410,715,1447,828
055.jpg,2560,1920,normal_cell,1276,801,1328,846
055.jpg,2560,1920,normal_cell,1570,812,1621,864
055.jpg,2560,1920,normal_cell,1446,984,1480,1061
055.jpg,2560,1920,normal_cell,1445,1091,1489,1135
055.jpg,2560,1920,normal_cell,1492,1161,1539,1214
055.jpg,2560,1920,normal_cell,1538,1089,1603,1130
055.jpg,2560,1920,normal_cell,1316,1124,1363,1163
055.jpg,2560,1920,normal_cell,1447,1375,1509,1428
055.jpg,2560,1920,normal_cell,1545,1357,1616,1402
055.jpg,2560,1920,normal_cell,1654,1321,1720,1370
055.jpg,2560,1920,normal_cell,1711,1188,1756,1243
055.jpg,2560,1920,normal_cell,1762,1241,1816,1274
055.jpg,2560,1920,normal_cell,1802,1298,1865,1344
055.jpg,2560,1920,normal_cell,1937,1299,1989,1350
055.jpg,2560,1920,normal_cell,1930,1400,1984,1446
055.jpg,2560,1920,normal_cell,1984,1351,2031,1391
055.jpg,2560,1920,normal_cell,2003,1389,2048,1434
055.jpg,2560,1920,normal_cell,2025,1454,2063,1514
055.jpg,2560,1920,normal_cell,2076,1436,2117,1486
055.jpg,2560,1920,normal_cell,2066,1337,2106,1424
055.jpg,2560,1920,normal_cell,2170,1369,2222,1428
055.jpg,2560,1920,normal_cell,2064,1501,2103,1564
055.jpg,2560,1920,normal_cell,2102,1573,2161,1615
055.jpg,2560,1920,normal_cell,2023,1548,2078,1589
055.jpg,2560,1920,normal_cell,2057,1657,2137,1699
055.jpg,2560,1920,normal_cell,1780,1666,1844,1725
055.jpg,2560,1920,normal_cell,1704,1555,1746,1612
055.jpg,2560,1920,normal_cell,1631,1520,1679,1572
055.jpg,2560,1920,normal_cell,1911,1152,1989,1189
055.jpg,2560,1920,normal_cell,2446,1655,2487,1728
055.jpg,2560,1920,normal_cell,2391,1211,2460,1243
055.jpg,2560,1920,normal_cell,2513,1203,2560,1252
055.jpg,2560,1920,normal_cell,2502,1275,2548,1344
055.jpg,2560,1920,normal_cell,2365,812,2429,877
055.jpg,2560,1920,normal_cell,2374,599,2424,674
055.jpg,2560,1920,normal_cell,1938,395,2008,441
055.jpg,2560,1920,normal_cell,1829,760,1867,809
055.jpg,2560,1920,normal_cell,1798,787,1836,837
055.jpg,2560,1920,normal_cell,1751,803,1793,854
055.jpg,2560,1920,normal_cell,1688,733,1737,781
055.jpg,2560,1920,normal_cell,1733,317,1811,359
055.jpg,2560,1920,normal_cell,1857,293,1902,373
055.jpg,2560,1920,normal_cell,2088,83,2130,130
055.jpg,2560,1920,normal_cell,1462,109,1508,168
055.jpg,2560,1920,normal_cell,1499,61,1557,126
055.jpg,2560,1920,normal_cell,1364,71,1436,123
055.jpg,2560,1920,normal_cell,1770,1,1815,53
